Name,Technology,Prop Type,AngelList,Crunchbase,Domain,HQ Address,City,State,Zip,# Founders,Founded,Years Active,# of Funding Rounds,Valuation Rank,Funding/Year Rank,Total Funding Rank,ARR Rank,CAFR Rank,Avg. Funding/Year,ARR/Funds Raised,Total Funding,Estimated ARR,CFRGR (Compound Funding Round Growth Rate),CAFR,Latest Valuation,Latest Valuation Year,Accelerator,Accelerator 2,Pre-Seed Date,Pre-Seed $,Seed Date,Seed $,Bridge Date,Bridge $,A Round Date,A Round $,B Round Date,B Round $,C Round Date,C Round $,D Round Date,D Round $,E Round Date,E Round $,F Round Date,F Round $,G Round Date,G Round $,H Round Date,H Round $,Unknown Series Date,Unknown Series $,Non-Dilutive Round Date,Non-Dilutive Round $,Exit Date,Exit $,Acquirer
Willow,,ALL,,https://www.crunchbase.com/organization/willow-inc,https://www.willowinc.com/,,Sydney,Australia,,,2017,8,1,#N/A,171,282,,,"$5,375,000 ",,"$43,000,000 ",,0.00%,0.00%,,,,,,,,,16-Oct-21,"$43,000,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
Kaiyo,,All,,https://www.crunchbase.com/organization/kaiyo,https://kaiyo.com/,,New York,NY,,1,2014,,,#N/A,#N/A,282,,,,,"$43,000,000 ",,,,,,,,,,2-Feb-18,"$2,000,000 ",,,17-May-21,"$5,000,000 ",29-Mar-22,"$36,000,000 ",,,,,,,,,,,,,,,,,,,
Setpoint,,Industrial,https://wellfound.com/company/setpoint,https://www.crunchbase.com/organization/setpoint-io,https://www.setpoint.io/,,Austin,TX,,3,2021,,,#N/A,,,,,,,"$43,000,000 ",,,,,,,,,,,,,,7-Dec-22,"$43,000,000 ",,,,,,,,,,,,,,,,,,,,,
Funnel Leasing,,Mutifamily,https://angel.co/company/nestio,https://www.crunchbase.com/organization/nestio,https://funnelleasing.com,,NY,NY ,,,2010,15,3,#N/A,211,286,,,"$2,840,000 ",,"$42,600,000 ",,183.61%,23.18%,,,,,,,3-Dec-14,"$1,600,000 ",,,11-Jul-18,"$4,500,000 ",22-Feb-22,"$36,500,000 ",,,,,,,,,,,,,,,,,,,
Facilio,Facilities Management,All,https://angel.co/facilio-2,https://www.crunchbase.com/organization/facilio,https://facilio.com/,41 Marietta Street,Atlanta,Georgia,30301,4,2017,8,2,#N/A,175,287,,,"$5,175,000 ",,"$41,400,000 ",,133.85%,23.66%,,,,,,,,,,, 12/5/2018,"$6,400,000 ",22-Feb-22,"$35,000,000 ",,,,,,,,,,,,,,,,,,,
PunchlistUSA,,Residential,,https://www.crunchbase.com/organization/punch-list-5ac0,https://www.punchlistusa.com/,,Charleston,SC,,4,2018,,,#N/A,#N/A,288,,,,,"$41,300,000 ",,,,,,,,,,31-Dec-19,"$2,300,000 ",,,27-Jul-22,"$39,000,000 ",,,,,,,,,,,,,,,,,,,,,
Jetty,Insurance,Multifamily,https://angel.co/company/jettyinsurance,https://www.crunchbase.com/organization/jetty-2,https://www.jetty.com/,"37 W 20th St, Suite 301",New York,NY,10011,3,2015,10,3,#N/A,189,289,,,"$4,050,000 ",,"$40,500,000 ",,84.20%,20.11%,,,,,,," Jan 15, 2016","$4,000,000 ",,,8-Aug-17,"$11,500,000 ",8-Feb-19,"$25,000,000 ",,,,,,,,,,,,,,,,,,,
Badi,Coworking,Apartments,https://angel.co/badi-2,https://www.crunchbase.com/organization/badi#section-overview,https://badi.com/us/,,Barcelona,,,1,2015,10,3,#N/A,190,290,,,"$4,033,217 ",,"$40,332,165 ",,348.67%,56.88%,,,,,,,1-Dec-15,"$332,165 ",,," Feb 6, 2018","$10,000,000 "," Jan 10, 2019","$30,000,000 ",,,,,,,,,,,,,,,,,,,
Operto Guest Technologies,,Hospitality,https://wellfound.com/company/slick-spaces,https://www.crunchbase.com/organization/operto-guest-technologies,https://www.operto.com/,,Vancouver,Canada,,3,2016,,,#N/A,,,,,,,"$40,200,000 ",,,,,,,,,,8-Feb-19,"$3,000,000 ",,,22-Feb-22,"$12,000,000 ",20-Mar-23,"$25,200,000 ",,,,,,,,,,,,,,,,,,,
Affinity,,All,https://angel.co/company/affinityinc,https://www.crunchbase.com/organization/affinity-inc,https://www.affinity.co/,,San Francisco,CA,,,2014,11,2,#N/A,199,292,,,"$3,636,364 ",,"$40,000,000 ",,40.11%,6.32%,,,,,,,,,,,22-May-17,"$13,500,000 ",13-Feb-19,"$26,500,000 ",,,,,,,,,,,,,,,,,,,
Keyway,,ALL,,https://www.crunchbase.com/organization/keyway,https://whykeyway.com/,,New York,NY,,2,2020,5,2,#N/A,127,292,,,"$8,000,000 ",,"$40,000,000 ",,29.10%,10.76%,,,,,,,12-Nov-21,"$15,000,000 ",,,21-Jun-22,"$25,000,000 ",,,,,,,,,,,,,,,,,,,,,
LeaseQuery,,All,https://angel.co/company/leasequery,https://www.crunchbase.com/organization/leasequery-com,https://leasequery.com/,,Atlanta,Georgia,,,2011,14,1,#N/A,210,292,,,"$2,857,143 ",,"$40,000,000 ",,0.00%,0.00%,,,,,,,5-Nov-19,"$40,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Skyrise,,Office,https://angel.co/company/skyrise,https://www.crunchbase.com/organization/skyrise,http://www.skyriseapp.com/,,Dallas,TX ,,,2015,10,1,#N/A,191,292,,,"$4,000,000 ",,"$40,000,000 ",,0.00%,0.00%,,,,,,,8-Sep-15,"$40,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
Ergeon,,"Residential, Construction",,https://www.crunchbase.com/organization/ergeon,https://www.ergeon.com/,,Palo Alto,CA,,2,2018,,,#N/A,#N/A,292,,,,,"$40,000,000 ",,,,,,,,,,,,,,,,7-Jun-22,"$40,000,000 ",,,,,,,,,,,,,,,,,,,
Modern Electron,,Multifamily,https://angel.co/company/modern-electron,https://www.crunchbase.com/organization/modern-electron,https://modernelectron.com/,,Bellevue,WA,,2,2015,,,#N/A,#N/A,292,,,,,"$40,000,000 ",,,,,,,,,,1-Jan-15,"$10,000,000 ",,,,,3-Feb-22,"$30,000,000 ",,,,,,,,,,,,,,,,,,,
Perenna,,Residential,,https://www.crunchbase.com/organization/perenna,https://www.perenna.co.uk/,20 Eastbourne Terrace,London,UK,W2 6LG,3,2018,,,#N/A,#N/A,292,,,,,"$40,000,000 ",,,,,,,,,,18-Jan-21,"$10,000,000 ",,,17-Aug-22,"$30,000,000 ",,,,,,,,,,,,,,,,,,,,,
Sublime Systems,,Construction,https://wellfound.com/company/sublime-systems,https://www.crunchbase.com/organization/sublime-systems,https://sublime-systems.com/,,Somerville,MA,,2,2020,,,#N/A,,,,,,,"$40,000,000 ",,,,,,,,,,1-Jan-21,,,,17-Jan-23,"$40,000,000 ",,,,,,,,,,,,,,,,,,,,,
Entera,,Residential,https://angel.co/company/entera-1,https://www.crunchbase.com/organization/entera-holdings,https://www.entera.ai/,433 Broadway,New York,NY,10013,3,2018,7,2,#N/A,163,300,,,"$5,642,857 ",,"$39,500,000 ",,106.56%,23.03%,,,,,,,25-Nov-19,"$7,500,000 ",,,30-Jun-21,"$32,000,000 ",,,,,,,,,,,,,,,,,,,,,
Ukio,,STR,,https://www.crunchbase.com/organization/ukio,https://www.ukio.com/,,Barcelona,Spain,,2,2020,,,#N/A,,,,,,,"$39,500,000 ","$7,500,000 ",,,,,,,,,"Sep 24,2021","$9,000,000 ",,,22-Nov-22,"$17,500,000 ",,,,,,,,,,,,,,,,,22-Nov-22,"$13,000,000 ",,,
Gradient Comfort,,Residential,https://wellfound.com/company/gradient-7,https://www.crunchbase.com/organization/treau-inc,https://www.gradientcomfort.com/,"375 Alabama Street 
Suite 220",San Francisco,California,94110,3,2017,,,#N/A,,,,,,,"$39,500,000 ",,,,,,,,4-Mar-19,"$100,000 ",20-Dec-19,"$5,900,000 ",,,2-Feb-23,"$18,000,000 ",,,,,,,,,,,,,,,,,2-Feb-23,"$15,500,000 ",,,
Alice,Back Office,Hotels,https://angel.co/alice-12/,https://www.crunchbase.com/organization/alice-app,https://www.aliceplatform.com/,104 W 27th St,New York,NY,10001,4,2013,12,4,#N/A,204,303,,,"$3,250,000 ",,"$39,000,000 ",,168.53%,39.00%,,,,," Jun 1, 2013","$500,000 "," Feb 9, 2015","$3,000,000 ",,," Jan 19, 2016","$9,500,000 "," Aug 30, 2017","$26,000,000 ",,,,,,,,,,,,,,,,,,,
LuxWall,,Commercial,,https://www.crunchbase.com/organization/luxwall,https://www.luxwall.com/,,Ypsilanti,MI,,,2020,,,#N/A,,,,,,,"$39,000,000 ",,,,,,,,,,21-Sep-21,"$6,000,000 ",,,5-Jan-23,"$33,000,000 ",,,,,,,,,,,,,,,,,,,,,
Castia (f.k.a. Acasa),,Residential,https://angel.co/company/acasa-2,https://www.crunchbase.com/organization/acasa,https://www.castia.com/,,Bogota,Colombia,,3,2021,,,#N/A,#N/A,305,,,,,"$38,800,000 ",,,,,,,,29-Jun-21,"$1,100,000 ",22-Feb-22,"$4,700,000 ",,,,,,,,,,,,,,,,,,,,,8-Mar-22,"$33,000,000 ",,,
Eden,,Office,https://angel.co/company/eden,https://www.crunchbase.com/organization/eden,https://www.eden.io,,San Francisco,CA,,,2015,10,3,#N/A,194,306,,,"$3,870,000 ",,"$38,700,000 ",,89.05%,21.05%,,,,,,,8-Sep-15,"$3,700,000 ",,,27-Sep-17,"$10,000,000 ",19-Nov-19,"$25,000,000 ",,,,,,,,,,,,,,,,,,,
Spruce,Hotel-inspired services,Residential,https://angel.co/company/spruceapp,https://www.crunchbase.com/organization/spruce-inc#section-overview,https://getspruce.com/,2005 S Lamar Blvd,Austin,TX,78704,2,2016,9,4,#N/A,185,307,,,"$4,288,889 ",,"$38,600,000 ",,100.78%,36.31%,,,,,,,8-May-17,"$1,600,000 ",17-Jul-19,"$3,000,000.00 ",11-Nov-20,"$8,000,000 ",19-Jul-22,"$26,000,000 ",,,,,,,,,,,,,,,,,,,
Maxwell,,ALL,https://angel.co/company/maxwell-financial-labs,https://www.crunchbase.com/organization/maxwell-financial-labs-inc,https://himaxwell.com/,518 17th St,Denver,CO,80202,3,2015,10,3,#N/A,195,308,,,"$3,850,000 ",,"$38,500,000 ",,78.63%,19.01%,,,,,,,4-Dec-17,"$5,000,000 ",,,30-Jun-20,"$5,000,000 ",26-Oct-21,"$28,500,000 ",,,,,,,,,,,,,,,,,,,
Helix RE,,ALL,https://angel.co/company/helix-re,https://www.crunchbase.com/organization/flux-factory,https://helixre.com/,,San Mateo,CA,,,2012,13,3,#N/A,208,309,,,"$2,923,077 ",,"$38,000,000 ",,207.23%,29.57%,,,,,,,20-Apr-20,"$1,000,000 ",,,6-May-14,"$8,000,000 ",21-Dec-15,"$29,000,000 ",,,,,,,,,,,,,,,,,,,
LoanSnap,Mortgage,All,https://angel.co/loansnap,https://www.crunchbase.com/organization/loansnap#section-overview,https://www.goloansnap.com/,556 Sutter Street,San Francisco,CA,94102,2,2018,7,2,#N/A,170,309,,,"$5,428,571 ",,"$38,000,000 ",,93.65%,20.78%,,,,,,,,,,, 7/20/2018,"$8,000,000 ",4-May-21,"$30,000,000 ",,,,,,,,,,,,,,,,,,,
Assembly OSM,,Construction,https://angel.co/company/assembly-osm,https://www.crunchbase.com/organization/assembly-osm,http://assemblyosm.com/,"233 Broadway, 10th Floor",New York,NY,10279,2,2018,,,#N/A,#N/A,309,,,,,"$38,000,000 ",,,,,,,,,,,,,,12-Jul-22,"$38,000,000 ",,,,,,,,,,,,,,,,,,,,,
ResortPass,,Hospitality,https://angel.co/company/resortpass,https://www.crunchbase.com/organization/resortpass,https://www.resortpass.com/,,New York,NY,,1,2016,,,#N/A,,,,,,,"$37,700,000 ","$4,000,000 ",,,,,,,31-Dec-17,"$600,000 ",1-May-18,"$2,100,000 ",,,19-Aug-19,"$9,000,000 ",30-Nov-22,"$26,000,000 ",,,,,,,,,,,,,,,,,,,
SunRoof,,Residential,https://wellfound.com/company/sunroof-international-holding-ab-4,https://www.crunchbase.com/organization/sunroof,https://www.sunroof.se/,,Stockholm,Sweden,,4,2013,,,#N/A,,,,,,,"$37,600,000 ",,,,,,,,,,28-Apr-21,"$7,800,000 ",,,1-Jul-21,,,,,,,,,,,,,,,,19-Jan-21,"$29,800,000 ",,,,,
Doorstead,,Multifamily,https://angel.co/company/doorstead,https://www.crunchbase.com/organization/doorstead,https://www.doorstead.com/,2193 Fillmore St,San Francisco,CA,94115,3,2019,6,3,#N/A,145,308,,,"$6,216,667 ",,"$37,300,000 ",,86.77%,36.66%,,,,,,,7-Oct-19,"$3,300,000 ",,,15-Apr-21,"$12,500,000 ",6-Jan-23,"$21,500,000 ",,,,,,,,,,,,,,,,,,,
Amenitiz,,Hospitality,https://angel.co/company/amenitiz,https://www.crunchbase.com/organization/amenitiz,https://www.amenitiz.com/,,Barcelona,Spain,,3,2017,,,#N/A,#N/A,315,,,,,"$37,120,000 ",,,,,,,,23-Jul-19,"€620,000.00",10-Nov-21,"€6,500,000.00",,,5-Apr-22,"$30,000,000 ",,,,,,,,,,,,,,,,,,,,,
CompanyCam,,Multifamily,https://angel.co/company/companycam,https://www.crunchbase.com/organization/companycam,https://companycam.com/,,Lincoln,NE,,1,2015,10,3,#N/A,197,316,,,"$3,700,000 ",,"$37,000,000 ",,210.72%,40.51%,,,,,,,8-Nov-19,"$1,000,000 ",,,29-Jun-20,"$6,000,000 ",26-Oct-21,"$30,000,000 ",,,,,,,,,,,,,,,,,,,
"TaskRabbit, Inc.",,"Multifamily, Office, Residential, Other",https://angel.co/company/taskrabbit,https://www.crunchbase.com/organization/taskrabbit,http://www.taskrabbit.com/,425 2nd Street,San Francisco,CA,94107,3,2008,17,5,#N/A,214,317,,,"$2,157,353 ",,"$36,675,000 ",,271.96%,47.16%,,,,," May 28, 2009","$25,000 ",25-Aug-10,"$850,000 ",,,4-May-11,"$5,000,000.00 ",13-Dec-11,"$17,800,000 ",23-Jul-12,"$13,000,000 ",,,,,,,,,,,,,,,,,
Culdesac,,ALL,https://angel.co/company/culdesac-2,https://www.crunchbase.com/organization/culdesac-f070,https://culdesac.com/,,Tempe,AZ,85281,1,2018,,,#N/A,#N/A,318,,,,,"$36,670,000 ",,,,,,,,,,10-Sep-18,"$6,670,000 ",,,20-Jan-22,"$30,000,000 ",,,,,,,,,,,,,,,,,,,,,
Lodgify,,Hospitality,https://angel.co/company/lodgify,https://www.crunchbase.com/organization/lodgify,https://www.lodgify.com/,,Barcelona,Spain,,2,2012,,,#N/A,#N/A,319,,,,,"$36,600,000 ",,,,,,,,,,20-Apr-16,"$1,600,000 ",,,8-Jul-18,"$5,000,000 ",3-Nov-22,"$30,000,000 ",,,,,,,,,,,,,,,,,,,
SolarCycle,,ALL,,https://www.crunchbase.com/organization/solarcycle-inc,https://www.solarcycle.us/,,Piedmont,CA,,3,2022,,,#N/A,,,,,,,"$36,600,000 ",,,,,,,,,,1-Jun-22,"$6,600,000 ",,,15-Mar-23,"$30,000,000 ",,,,,,,,,,,,,,,,,,,,,
UrbanFootprint,Software for Smart Planning,All,https://angel.co/company/urbanfootprint,https://www.crunchbase.com/organization/calthorpe-analytics,www.urbanfootprint.com,Berkeley,Berkeley,CA,,2,2014,11,2,#N/A,203,321,,,"$3,318,182 ",,"$36,500,000 ",,47.44%,7.31%,,,,,,,,,,," Feb 13, 2020        
","$11,500,000 ",18-May-22,"$25,000,000 ",,,,,,,,,,,,,,,,,,,
Sympower,,"Commercial, Industrial",https://angel.co/company/sympower,https://www.crunchbase.com/organization/sympower,http://www.sympower.net/,Prins Hendrikkade 183,Amsterdam,Netherlands,1011TD,1,2015,,,#N/A,,,,,,,"$36,200,000 ",,,,,,,,,,13-Sep-17,"$1,200,000 ",,,1-Oct-19,"$3,300,000 ",21-Nov-22,"$31,700,000 ",,,,,,,,,,,,,,,,,,,
ReadySpaces,,Industrial,https://angel.co/company/readyspaces,https://www.crunchbase.com/organization/readyspaces,https://readyspaces.com/,,Los Angeles,CA,,2,2019,,,#N/A,,,,,,,"$36,200,000 ","$2,600,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Nov-21,"$16,200,000 ",17-Nov-22,"$20,000,000 ",,,
Covetool,Design,All,,https://www.crunchbase.com/organization/cove-tool,https://www.cove.tools/,"83 Walton Street NW, Level 2",Atlanta,Georgia,,,2017,8,4,#N/A,181,324,,,"$4,493,750 ",,"$35,950,000 ",,316.18%,104.00%,,,,,18-May-18,"$100,000 ",26-Sep-19,"$150,000 ",,,14-Oct-20,"$5,700,000 ",17-Dec-21,"$30,000,000 ",,,,,,,,,,,,,,,,,,,
Voltus,,"Retail, Hospitality, Industrial, Other",https://angel.co/company/voltus,https://www.crunchbase.com/organization/voltus-inc,https://www.voltus.co/,542 Presidio Blvd,San Francisco,CA,94129,2,2016,9,2,#N/A,193,325,,,"$3,900,000 ",,"$35,100,000 ",,57.33%,10.59%,,,,,,,,,,,23-Oct-17,"$10,100,000 ",29-Oct-20,"$25,000,000 ",,,,,,,,,,,,,,,,,,,
Arrived Homes,,Residential,,https://www.crunchbase.com/organization/arrived-homes,https://arrivedhomes.com/,,Seattle,WA,,,2019,6,2,#N/A,158,326,,,"$5,833,333 ",,"$35,000,000 ",,58.11%,16.50%,,,,,13-Jul-20,,16-Jun-21,"$10,000,000 ",,,17-May-22,"$25,000,000 ",,,,,,,,,,,,,,,,,,,,,
"HaulHub
",,ALL,https://angel.co/company/haulhub,https://www.crunchbase.com/organization/haulhub#section-overview,"haulhub.com
",,,,,1,2015,10,2,#N/A,202,326,,,"$3,500,000 ",,"$35,000,000 ",,144.95%,19.62%,,,,,,, 11/1/2018,"$5,000,000 ",,,,,"2 Mar 5, 2020","$30,000,000 ",,,,,,,,,,,,,,,,,,,
Mindspace,Coworking,Office,https://angel.co/mindspace,https://www.crunchbase.com/organization/mindspace,www.mindspace.me,"45 Rothschild blvd, ",Tel aviv,Israel ,6578403,2,2014,11,1,#N/A,205,326,,,"$3,181,818 ",,"$35,000,000 ",,0.00%,0.00%,,,,,,,,,,," Mar 1, 2017","$35,000,000 ",,,,,,,,,,,,,,,,,,,,,
Vesta,,Residential,https://angel.co/company/vesta,https://www.crunchbase.com/organization/vesta-431c,https://www.usevesta.com/,,San Francisco,CA,,1,,,,#N/A,#N/A,326,,,,,"$35,000,000 ",,,,,,,,,,Dec-20,"$5,000,000 ",,,27-Jan-22,"$30,000,000 ",,,,,,,,,,,,,,,,,,,,,
Hubble,Coworking,Office,https://angel.co/company/hubblehq,https://www.crunchbase.com/organization/hubblehq,https://hubblehq.com/,,London,,,3,2013,12,1,#N/A,209,330,,,"$2,858,333 ",,"$34,300,000 ",,0.00%,0.00%,,,,,,,,,,,,, 12/17/2019,"$34,300,000 ",,,,,,,,,,,,,,,,,,,
PeerSpace,Coworking,"Office, Retail",https://angel.co/peerspace,https://www.crunchbase.com/organization/peerspace#section-overview,https://www.peerspace.com/,"114 Sansome Street, Suite 1100",San Francisco,CA,94104,2,2014,11,3,#N/A,207,331,,,"$3,090,909 ",,"$34,000,000 ",,100.00%,20.81%,,,,,,," Sep 17, 2014","$2,000,000 ",,,6-Mar-17,"$16,000,000 ",17-Jul-18,"$16,000,000 ",,,,,,,,,,,,,,,,,,,
WhyHotel,Leasing,Multifamily,https://angel.co/whyhotel-1,https://www.crunchbase.com/organization/whyhotel#section-overview,https://whyhotel.com/,,Washington,DC,,2,1905,120,3,#N/A,#N/A,332,,,"$282,500 ",,"$33,900,000 ",,72.45%,1.37%,,,,,,,"  Jun 7, 2018        
 ","$3,900,000 ",,, 12/11/2018,"$10,000,000 ", 12/11/2019,"$20,000,000 ",,,,,,,,,,,,,,,,,,,
SenSat,AI,ALL,https://angel.co/company/sensat,https://www.crunchbase.com/organization/sensat#section-overview,https://www.sensat.co.uk/,59 Rivington St,London,England,EC2A3QQ,2,2015,10,4,#N/A,#N/A,333,,,"$3,373,512 ",,"$33,735,117 ",,143.14%,42.67%,,,,,,,10-Aug-18,"$4,500,000 ",4-Oct-18,"$535,117.00 ",1-Oct-19,"$10,000,000 ",20-Oct-22,"$18,700,000 ",,,,,,,,,,,,,,,,,,,
Home365 Property,,Multifamily,,https://www.crunchbase.com/organization/clipcall,https://www.home365.co/,824 San Antonio Rd,Palo Alto,CA,94303,1,2015,10,2,#N/A,#N/A,334,,,"$3,370,000 ",,"$33,700,000 ",,83.76%,12.94%,,,,,,,,,,,19-Apr-19,"$7,700,000 ",29-Mar-22,"$26,000,000 ",,,,,,,,,,,,,,,,,,,
Proemion,,Construction,https://angel.co/company/proemion,https://www.crunchbase.com/organization/proemion,https://www.proemion.com/en/,,Fulda,Germany,,1,1987,,,#N/A,#N/A,335,,,,,"$33,165,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-Oct-22,"$33,165,000 ",,,,,
